price,url,title,Anyag,Nyaklánc kapocs,Motívum,Célcsoport,Ékszer súlya,Tisztaság,Arany színe,Hossz,Szélesség,Magasság,Kő
69950,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-tanyerral-a-balance-gravirozasahoz-p152194.html,"Arany nyaklánc tányérral a Balance gravírozásához, nőknek (IZ22501) | aEkszerek.hu",,rugós kapocs,Kör,Női,2.13 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
47780,https://www.aekszerek.hu//arany/nyaklancok/noi/feherarany-nyaklanc-negylevelu-lohere-celebrity-p155420.html,"Fehérarany nyaklánc négylevelű lóhere Celebrity, nőknek (IZ15432AB) | aEkszerek.hu",,rugós kapocs,Négylevelű lóherék,Női,1.38 gramm,"0,585",Fehér arany,Válassza ki a méretet,10 mm,10 mm,
41390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szivvel-p144957.html,"Nyakék szívvel gravírozáshoz a Celebrity gyűjteményből, nőknek (IZ19798A) | aEkszerek.hu",,rugós kapocs,Szívecskék,Női,1.18 gramm,"0,585",Fehér arany,Válassza ki a méretet,10 mm,8 mm,
52730,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-eletfa-gravirozhato-koronggal-p155474.html,"Arany nyaklánc Életfa gravírozható koronggal, nőknek (IZ16501G) | aEkszerek.hu",Arany 14K,,Életfával,Női,1.57 gramm,"0,585",Sárga arany,Válassza ki a méretet,18 mm,3 mm,
48590,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-faragott-mintaval-sziv-p157045.html,"Női arany nyaklánc faragott mintával Szív, nőknek (IZ25009) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,14 mm,12 mm,
54890,https://www.aekszerek.hu//arany/nyaklancok/noi/egyensulyozo-nyaklanc-p154577.html,"Egyensúlyozó nyaklánc, nőknek (IZ19558B) | aEkszerek.hu",Arany 14K,rugós kapocs,Kör,Női,1.64 gramm,"0,585",Sárga arany,Válassza ki a méretet,13 mm,,
60940,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gyermek-szuletesehez-gyermek-labnyomok-p155901.html,"Arany nyaklánc gyermek születéséhez Gyermek lábnyomok, nőknek (IZ24403) | aEkszerek.hu",,rugós kapocs,Lábacskák,Női,1.80 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,m 15 mm ,
63320,https://www.aekszerek.hu//arany/nyaklancok/noi/spiritualitas-egyko-nyaklanc-p143483.html,"Spiritualitás egykő nyaklánc, nőknek (IZ17212M) | aEkszerek.hu",Arany 14K,karabíner,Kövecskével,Női,2.02 gramm,"0,585",Sárga arany,,,,
98080,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-sziv-medal-valaszthato-nevvel-p153936.html,"Arany Szív medál, választható névvel, nőknek (IZ17389NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,23 mm,19 mm,
48500,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-hematit-szem-p154797.html,"Arany nyaklánc Hematit szem, nőknek (IZ23437) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,1.40 gramm,"0,585",Sárga arany,Válassza ki a méretet,4.5 mm,4.5 mm,Vörösvasérc
47690,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-angyalszarny-p148109.html,"Arany nyaklánc angyalszárny, nőknek (IZ20833) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.40 gramm,"0,585",Sárga arany,Válassza ki a méretet,"2 18,5 mm",6 mm,
42020,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-angyalszarny-2-p154280.html,"Arany nyaklánc Angyalszárny 2, nőknek (IZ23444) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.20 gramm,"0,585",Sárga arany,Válassza ki a méretet,27 mm,4 mm,
77510,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gyongy-8-mm-p150683.html,"Arany nyaklánc gyöngy 8 mm, nőknek (IZ21625NH) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.51 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Gyöngy
56150,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p143484.html," nyaklánc, nőknek (IZ17212MA) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,1.70 gramm,"0,585",Fehér arany,,,,Cirkon
46970,https://www.aekszerek.hu//arany/nyaklancok/medallal/vip-arany-nyaklanc-tree-of-life-p129002.html,"Arany nyaklánc VIP életfa, nőknek (IZ12045M) | aEkszerek.hu",Arany 14K,rugós kapocs,Életfával,Női,1.29 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
42290,https://www.aekszerek.hu//arany/nyaklancok/noi/angyal-nyaklanc-celebrity-kollekcio-p144955.html,"Angyal nyaklánc Celebrity kollekció, nőknek (IZ19797) | aEkszerek.hu",Arany 14K,rugós kapocs,Angyalok,Női,1.17 gramm,"0,585",Sárga arany,,14 mm,"14,7 mm",
80660,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-nyaklanc-p144926.html," nyaklánc szívvel Celebrity kollekció, nőknek (IZ19851) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,2.48 gramm,"0,585",Sárga arany,Válassza ki a méretet,"5,5 - 6,5 mm","5,6 - 6 mm",
104880,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-noi-sziv-nyaklanc-p142579.html,"Arany női szív nyaklánc, nőknek (IZ18881) | aEkszerek.hu",Arany 14K,,Szívecskék,Női,3.34 gramm,"0,585",,Válassza ki a méretet,"2,6 mm",,
44630,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-angyalszarny-p154134.html,"Arany nyaklánc Angyalszárny, nőknek (IZ23424) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.28 gramm,"0,585",Sárga arany,Válassza ki a méretet,"20,5 mm",8 mm,
57500,https://www.aekszerek.hu//arany/gyemant/nyaklancok/merleg-0-010-ct-feher-arany-gyemant-nyaklanc-p153415.html,"Mérleg 0,010 ct fehér arany gyémánt nyaklánc, nőknek (IZBR849ANHR) | aEkszerek.hu",Arany 9K,rugós kapocs,Kör,Női,1.00 gramm,"0,375",Fehér arany,Válassza ki a méretet,7 mm,,"Brilliáns, Gyémánt"
47870,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-eletfa-p155121.html,"Női arany nyaklánc Életfa, nőknek (IZ23867M) | aEkszerek.hu",Arany 14K,rugós kapocs,Életfával,Női,1.35 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
68840,https://www.aekszerek.hu//arany/nyaklancok/noi/feherarany-nyaklanc-angyallal-p151777.html,"Fehérarany nyaklánc angyallal, nőknek (IZ21932A) | aEkszerek.hu",Arany 14K,rugós kapocs,Angyalok,Női,2.21 gramm,"0,585",Fehér arany,Válassza ki a méretet,11 mm,12 mm,Cirkon
60940,https://www.aekszerek.hu//arany/nyaklancok/noi/spiritualis-cirkon-nyaklanc-p146164.html,"Spirituális cirkon nyaklánc, nőknek (IZ20329) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,1.75 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Cirkon
40670,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-piercollal-p132641.html,"Arany nyaklánc tollal, nőknek (IZ15068B) | aEkszerek.hu",Arany 14K,rugós kapocs,Madártoll,Női,1.16 gramm,"0,585",Sárga arany,Válassza ki a méretet,"4,5 mm",,
60920,https://www.aekszerek.hu//arany/gyemant/nyaklancok/arany-nyaklanc-gyemantokkal-0-010-ct-sziv-2-p153789.html,"Arany nyaklánc gyémántokkal 0,010 ct Szív 2, nőknek (IZBR539HR) | aEkszerek.hu",Arany 9K,rugós kapocs,Szívecskék,Női,0.94 gramm,"0,375",Kombinált arany,Válassza ki a méretet,10 mm,8 mm,"Brilliáns, Gyémánt"
81590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-cirkoniaval-vegtelen-2-p154778.html,"Arany nyaklánc cirkóniával Végtelen 2, nőknek (IZ23603) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,2.47 gramm,"0,585",,Válassza ki a méretet,"19,7 mm","8,5 mm",Cirkon
54620,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kereszttel-p150945.html,"Arany nyaklánc kereszttel, nőknek (IZ13231N) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.64 gramm,"0,585",Sárga arany,Válassza ki a méretet,12mm,20 mm,
146700,https://www.aekszerek.hu//arany/nyaklancok/noi/elegans-arany-nyaklanc-2-p154200.html,"Elegáns arany nyaklánc 2, nőknek (IZ13548YB) | aEkszerek.hu",Arany 14K,karabíner,,Női,4.77 gramm,"0,585",Sárga arany,Válassza ki a méretet,,3 mm,
51740,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-szivecskekkel-p154686.html,"Arany nyaklánc szívecskékkel, nőknek (IZ23436) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.50 gramm,"0,585",Sárga arany,Válassza ki a méretet,17 mm,10 mm,
57500,https://www.aekszerek.hu//arany/nyaklancok/gyemant/arany-gyemant-nyaklanc-kereszt-0-005-ct-faith-p147605.html,"Arany gyémánt nyaklánc Kereszt 0,005 ct Faith, nőknek (BSBR122) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.43 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,10 mm,"Brilliáns, Gyémánt"
36800,https://www.aekszerek.hu//arany/nyaklancok/noi/faith-kereszt-nyaklanc-p145620.html,"Faith kereszt nyaklánc, nőknek (IZ20336) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,0.99 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,10 mm,
56240,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-noi-ketsoros-nyaklanc-p154733.html,"Arany női kétsoros nyaklánc, nőknek (IZ23433) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.63 gramm,"0,585",Sárga arany,Válassza ki a méretet,5 mm,,
73010,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-sziv-medal-valaszthato-nevvel-p156835.html,"Arany Szív medál, választható névvel, nőknek (IZ17389NHHR) | aEkszerek.hu",Arany 9K,rugós kapocs,Szívecskék,Női,2.43 gramm,"0,375",Sárga arany,Válassza ki a méretet,21 mm,20 mm,
102250,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-szivecskekkel-szemelyre-szabhato-p140510.html,"Arany nyaklánc szívecskékkel, személyre szabható, nőknek (IZ17392) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,3.05 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,"8,5 mm",
30550,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-i-betuvel-p154201.html,"Arany nyaklánc I betűvel, nőknek (IZ23448I) | aEkszerek.hu",Arany 14K,rugós kapocs,betű,Női,0.92 gramm,"0,585",Sárga arany,,4.5 mm,11 mm,
43100,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-cirkoni-spiritualitassal-p157254.html,"Arany nyaklánc cirkóni spiritualitással, nőknek (IZ13244HR) | aEkszerek.hu",Arany 9K,rugós kapocs,Kövecskével,Női,1.66 gramm,,Sárga arany,Válassza ki a méretet,6 mm,6 mm,Cirkon
69390,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-koronggal-es-golyocskakkal-p155437.html,"Arany nyaklánc koronggal és golyócskákkal, nőknek (IZ24196) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.78 gramm,"0,585",Sárga arany,Válassza ki a méretet,,7 mm,
73520,https://www.aekszerek.hu//arany/nyaklancok/noi/feher-arany-nyaklanc-kereszttel-p152264.html,"Fehér arany nyaklánc kereszttel, nőknek (IZ13236AN) | aEkszerek.hu",Arany 14K,,Keresztek,Női,2.37 gramm,"0,585",Fehér arany,Válassza ki a méretet,"11,5 mm","23,5 mm",
46690,https://www.aekszerek.hu//arany/nyaklancok/noi/rose-arany-nyaklanc-medallal-vegtelen-p154705.html,"Rosé arany nyaklánc medállal Végtelen, nőknek (IZ23417R) | aEkszerek.hu",Arany 14K,,Végtelen,Női,1.20 gramm,"0,585",Rózsaszín arany,Válassza ki a méretet,15 mm,4 mm ,
58890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gravirozhato-lemezzel-es-szarnnyal-p155488.html,"Arany nyaklánc gravírozható lemezzel és szárnnyal, nőknek (IZ23424G) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.57 gramm,"0,585",Sárga arany,Válassza ki a méretet,18 mm,3 mm,
75890,https://www.aekszerek.hu//arany/nyaklancok/medallal/feherarany-nyaklanc-6-5-mm-es-malvina-gyonggyel-p128271.html,"Fehérarany nyaklánc 6,5 mm-es Malvina gyönggyel, nőknek (IZ13197AR) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.06 gramm,"0,585",Fehér arany,Válassza ki a méretet,,13 mm,"Gyöngy, Cirkon"
114230,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gravirozott-lancszemekkel-p154604.html,"Arany nyaklánc Gravírozott láncszemekkel, nőknek (IZ23344NH) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,3.58 gramm,"0,585",Sárga arany,Válassza ki a méretet,65 mm,,
44090,https://www.aekszerek.hu//arany/nyaklancok/noi/nyaklanc-sziv-dobogas-heratis-p153421.html,"IZlato szívverés nyaklánc, nőknek (IZ20068HR) | aEkszerek.hu",Arany 9K,rugós kapocs,Szív pulzus,Női,1.47 gramm,"0,375",Sárga arany,Válassza ki a méretet,20 mm,10 mm,
31350,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-cirkoni-spiritualitassal-p125278.html,"Arany nyaklánc cirkóni spiritualitással, nőknek (IZ12157R) | aEkszerek.hu",Arany 9K,rugós kapocs,Kövecskével,Női,1.29 gramm,"0,375",Sárga arany,Válassza ki a méretet,"4,8 mm","6,2 mm",Cirkon
73990,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-kockakkal-es-golyokkal-p156897.html,"Női arany nyaklánc kockákkal és golyókkal, nőknek (IZ24824) | aEkszerek.hu",Arany 14K,rugós kapocs,Kocka,Női,1.77 gramm,"0,585",Sárga arany,Válassza ki a méretet,2.8 mm,,
73490,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-vilagterkep-szivben-p157046.html,"Női arany nyaklánc Világtérkép szívben, nőknek (IZ25010) | aEkszerek.hu",,rugós kapocs,Szívecskék,Női,1.92 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,m 16 mm,
64190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-vilagterkep-a-szivben-p151090.html,"Arany nyaklánc Világtérkép a szívben, nőknek (IZ21779) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.59 gramm,"0,585",Sárga arany,Válassza ki a méretet,"13,5 mm","12,5 mm",
96040,https://www.aekszerek.hu//arany/nyaklancok/gyemant/rose-arany-nyaklanc-brilinsokkal-sziv-0-060-ct-p147610.html,"Rosé arany nyaklánc brilinsokkal Szív 0,060 ct, nőknek (BSBR123R) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.27 gramm,,Rózsaszín arany,Válassza ki a méretet,10 mm,7 mm,"Brilliáns, Gyémánt"
162170,https://www.aekszerek.hu//arany/nyaklancok/noi/diszes-ketsoros-arany-karkoto-p154643.html,"Díszes kétsoros arany karkötő, nőknek (IZ23440) | aEkszerek.hu",Arany 14K,karabíner,Gyolyócskák,Női,5.15 gramm,"0,585",Sárga arany,Válassza ki a méretet,5 cm,"3,3 mm",
117290,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-lanc-minta-2-p154670.html,"Arany nyaklánc - lánc minta 2, nőknek (IZ23166) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,3.69 gramm,"0,585",Sárga arany,Válassza ki a méretet,140 mm,6 mm,
71890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kereszttel-p154763.html,"Arany nyaklánc kereszttel, nőknek (IZ23394) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.85 gramm,"0,585",Sárga arany,Válassza ki a méretet,7 mm,11 mm,
73790,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-cirkoniaval-kocka-p156600.html,"Arany nyaklánc cirkóniával Kocka, nőknek (IZ24626N) | aEkszerek.hu",Arany 14K,rugós kapocs,Kocka,Női,2.00 gramm,"0,585",Sárga arany,Válassza ki a méretet,5.7 mm,5.7 mm,Cirkon
71190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-medal-angyalszarny-p152250.html,"Arany nyaklánc medál Angyalszárny, nőknek (IZ22517) | aEkszerek.hu",Arany 14K,,Szárnyak,Női,1.83 gramm,"0,585",Sárga arany,Válassza ki a méretet,7 mm,14 mm,Cirkon
48490,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-sziv-medallal-p154712.html,"Arany nyaklánc szív medállal, nőknek (IZ23421) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.25 gramm,,Sárga arany,Válassza ki a méretet,10 mm,8 mm,
66290,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kisfiu-kislany-p155898.html,"Arany nyaklánc Kisfiú Kislány, nőknek (IZ24401) | aEkszerek.hu",Arany 14K,rugós kapocs,Kisfiú,Női,2.07 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,11 mm,
60690,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-vegtelenig-p154863.html,"Arany nyaklánc végtelen, nőknek (IZ23680) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,,1.59 gramm,"0,585",Sárga arany,Válassza ki a méretet,6 mm,3 mm,
82190,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-feher-gyongy-marea-7-5-mm-p128327.html,"Arany nyaklánc, fehér gyöngy Marea 7.5 mm, nőknek (IZ13247) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,2.54 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,Gyöngy
53690,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-eletfa-fekete-hematittel-p155498.html,"Arany nyaklánc Életfa fekete hematittel, nőknek (IZ24201NH) | aEkszerek.hu",,rugós kapocs,Életfával,Női,1.43 gramm,"0,585",Sárga arany,Válassza ki a méretet,m 10 mm,m 10 mm,Vörösvasérc
58290,https://www.aekszerek.hu//arany/nyaklancok/noi/feherarany-nyaklanc-angyal-p151808.html,"Fehér arany angyal nyaklánc, nőknek (IZ21931A) | aEkszerek.hu",Arany 14K,,,Női,1.54 gramm,"0,585",Fehér arany,Válassza ki a méretet,11 mm,13 mm,Cirkon
79040,https://www.aekszerek.hu//arany/nyaklancok/medallal/feher-arany-ametiszt-nyaklanc-cirkoniakkal-p135713.html,"Fehér arany nyaklánc ametiszttel és cirkonokkal, nőknek (IZ16003FN) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,,"0,585",Fehér arany,Válassza ki a méretet,,,"Ametiszt, Cirkon"
72290,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-medallal-vegtelen-p154742.html,"Arany nyaklánc medállal Végtelen, nőknek (IZ23435) | aEkszerek.hu",Arany 14K,rugós kapocs,Végtelen,Női,1.86 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,5.5 mm ,
112360,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-kovekkel-stephani-21-p106630.html,"Arany nyaklánc kövekkel Stephani 21, nőknek (IZ6407) | aEkszerek.hu",Arany 14K,,,Női,3.49 gramm,"0,585",Sárga arany,Válassza ki a méretet,,,
60590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-sziv-medallal-p154497.html,"Arany nyaklánc szív medállal, nőknek (IZ23876) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.55 gramm,"0,585",Sárga arany,Válassza ki a méretet,19.5 mm,,
55990,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-szivvel-es-gravirozasra-alkalmas-lemezzel-p154140.html,"Arany nyaklánc szívvel és gravírozásra alkalmas lemezzel, nőknek (IZ23425) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,,"0,585",Sárga arany,Válassza ki a méretet,20 mm,3.15 mm,
86860,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-alom-catcher-p154843.html,"Arany nyaklánc Álomfogó, nőknek (IZ23676) | aEkszerek.hu",Arany 14K,rugós kapocs,álomfogó,Női,2.76 gramm,"0,585",Sárga arany,Válassza ki a méretet,,33 mm,
58890,https://www.aekszerek.hu//arany/nyaklancok/noi/celebrity-arany-noi-nyaklanc-p132644.html,"Celebrity arany női nyaklánc, nőknek (IZ15077) | aEkszerek.hu",Arany 14K,rugós kapocs,Kerekek,Női,1.53 gramm,"0,585",Sárga arany,,5 mm,35 mm,
48090,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-lanc-sziv-alaku-medallal-p154491.html,"Arany lánc szív alakú medállal, nőknek (IZ23861) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.21 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,14 mm,
54790,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-fekete-hematittel-angyalszarny-p155504.html,"Arany nyaklánc fekete hematittel Angyalszárny, nőknek (IZ24203NH) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.50 gramm,"0,585",Sárga arany,Válassza ki a méretet,20 mm,8 mm,Vörösvasérc
53090,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-lemez-es-kereszt-p155436.html,"Arany nyaklánc Lemez és kereszt, nőknek (IZ23447G) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.42 gramm,"0,585",Sárga arany,Válassza ki a méretet,,3 mm,
47890,https://www.aekszerek.hu//arany/nyaklancok/noi/spiritualitas-egyko-nyaklanc-p143673.html,"Spiritualitás egykő nyaklánc, nőknek (IZ19230A) | aEkszerek.hu",Arany 9K,rugós kapocs,Kövecskével,Női,1.62 gramm,"0,375",Fehér arany,Válassza ki a méretet,7 mm,"5,7 mm",Cirkon
100800,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-noi-nyaklanc-catrina-p124441.html,"Arany női nyaklánc Catrina, nőknek (IZ12090) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,3.09 gramm,"0,585",Sárga arany,,"2,200 mm",,
61390,https://www.aekszerek.hu//arany/lancok/ferfi/arany-nyaklanc-sea-star-white-p106730.html,"Arany nyaklánc Sea Star white, nőknek (IZ6476) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.65 gramm,"0,585",Fehér arany,Válassza ki a méretet,,,Cirkon
55290,https://www.aekszerek.hu//arany/nyaklancok/noi/heratis-arany-nyaklanc-lemezzel-p154748.html," arany nyaklánc lemezzel, nőknek (IZ23418) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,16 mm,3 mm,
50990,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-ornamentalis-szivvel-p148206.html,"Arany nyaklánc ornamentális szívvel, nőknek (IZ20844) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.27 gramm,"0,585",Sárga arany,Válassza ki a méretet,15 mm,12 mm,
54890,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-faragott-medalokkal-p155511.html,"Arany nyaklánc faragott medálokkal, nőknek (IZ24239) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.43 gramm,"0,585",Sárga arany,Válassza ki a méretet,7 mm,7 mm,
54190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-gravirozasra-alkalmas-lemezzel-es-koronggal-p155482.html,"Arany nyaklánc gravírozásra alkalmas lemezzel és koronggal, nőknek (IZ23412B) | aEkszerek.hu",Arany 14K,rugós kapocs,,Női,1.40 gramm,,Sárga arany,Válassza ki a méretet,18 mm,3 mm,
68420,https://www.aekszerek.hu//arany/nyaklancok/noi/spiritualitas-egyko-nyaklanc-p143828.html,"Spiritualitás egykő nyaklánc, nőknek (IZ19228A) | aEkszerek.hu",Arany 14K,rugós kapocs,Kövecskével,Női,2.12 gramm,"0,585",Fehér arany,Válassza ki a méretet,"6,5 mm",,Cirkon
117550,https://www.aekszerek.hu//arany/nyaklancok/noi/haromszinu-arany-rozsafuzer-heratis-p155249.html,"Háromszínű arany rózsafüzér, nőknek (IZ15331Z) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,,"0,585",Kombinált arany,Válassza ki a méretet,6 mm,10 mm,
62390,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-keresztnel-hit-p129006.html,"Arany nyaklánc keresztnel Hit, nőknek (IZ13618) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.44 gramm,"0,585",Sárga arany,Válassza ki a méretet,"22,5 mm",13 mm,
49590,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-sziv-2-p154495.html,"Arany nyaklánc Szív 2, nőknek (IZ23869) | aEkszerek.hu",Arany 14K,rugós kapocs,Szívecskék,Női,1.25 gramm,"0,585",Sárga arany,Válassza ki a méretet,13.5 mm,10.5 mm,
54790,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-lohere-fekete-hematittel-p155496.html,"Arany nyaklánc Lóhere fekete hematittel, nőknek (IZ24200NH) | aEkszerek.hu",,rugós kapocs,Négylevelű lóherék,Női,1.50 gramm,"0,585",Sárga arany,Válassza ki a méretet,10 mm,10 mm,Vörösvasérc
45990,https://www.aekszerek.hu//arany/nyaklancok/medallal/arany-nyaklanc-ornament-gyemanttal-p154128.html,"Arany nyaklánc ornament gyémánttal, nőknek (IZ23422) | aEkszerek.hu",Arany 14K,rugós kapocs,Gyémánt,Női,1.18 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,10 mm,
42890,https://www.aekszerek.hu//arany/nyaklancok/noi/noi-arany-nyaklanc-kereszttel-p156567.html,"Női arany nyaklánc kereszttel, nőknek (IZ24597) | aEkszerek.hu",Arany 14K,rugós kapocs,Keresztek,Női,1.15 gramm,"0,585",Sárga arany,Válassza ki a méretet,12 mm,,
58190,https://www.aekszerek.hu//arany/nyaklancok/noi/arany-nyaklanc-angyalszarny-2-p154143.html,"Arany nyaklánc Angyalszárny 2, nőknek (IZ23426) | aEkszerek.hu",Arany 14K,rugós kapocs,Szárnyak,Női,1.52 gramm,"0,585",Sárga arany,Válassza ki a méretet,25 mm,13 mm,
